"","Driver","Track","Name","Pts"
"782","Ricky Stenhouse Jr.","Pocono Raceway","The Great American Getaway 400 Presented by VISITPA.com",4
"783","Todd Gilliland","Pocono Raceway","The Great American Getaway 400 Presented by VISITPA.com",3
"784","J.J. Yeley","Pocono Raceway","The Great American Getaway 400 Presented by VISITPA.com",0
"785","Ross Chastain","Pocono Raceway","The Great American Getaway 400 Presented by VISITPA.com",1
"786","Noah Gragson","Pocono Raceway","The Great American Getaway 400 Presented by VISITPA.com",1
"787","Kyle Larson","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",49
"788","Tyler Reddick","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",46
"789","Ryan Blaney","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",49
"790","Christopher Bell","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",35
"791","Bubba Wallace","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",42
"792","Todd Gilliland","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",31
"793","Austin Cindric","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",30
"794","Daniel Suarez","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",29
"795","Noah Gragson","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",29
"796","Chase Elliott","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",36
"797","Ricky Stenhouse Jr.","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",32
"798","Carson Hocevar","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",25
"799","Austin Dillon","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",24
"800","Corey LaJoie","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",23
"801","Ross Chastain","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",22
"802","Michael McDowell","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",26
"803","Zane Smith","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",20
"804","Cody Ware","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",19
"805","Ty Dillon","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",0
"806","Justin Haley","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",17
"807","Brad Keselowski","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",16
"808","Chris Buescher","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",15
"809","Ty Gibbs","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",17
"810","Chase Briscoe","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",14
"811","Kyle Busch","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",12
"812","Ryan Preece","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",11
"813","Martin Truex Jr.","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",13
"814","Erik Jones","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",9
"815","John Hunter Nemechek","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",14
"816","Daniel Hemric","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",7
"817","Alex Bowman","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",10
"818","Denny Hamlin","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",23
"819","Jimmie Johnson","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",4
"820","Joey Logano","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",3
"821","Josh Berry","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",2
"822","Harrison Burton","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",1
"823","A.J. Allmendinger","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",0
"824","William Byron","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",8
"825","B.J. McLeod","Indianapolis Motor Speedway","Brickyard 400 Presented by PPG",0
"826","Austin Dillon","Richmond Raceway","Cook Out 400",50
"827","Denny Hamlin","Richmond Raceway","Cook Out 400",52
"828","Tyler Reddick","Richmond Raceway","Cook Out 400",40
"829","Bubba Wallace","Richmond Raceway","Cook Out 400",42
"830","Ross Chastain","Richmond Raceway","Cook Out 400",32
"831","Christopher Bell","Richmond Raceway","Cook Out 400",50
"832","Kyle Larson","Richmond Raceway","Cook Out 400",30
"833","Carson Hocevar","Richmond Raceway","Cook Out 400",31
"834","Chase Elliott","Richmond Raceway","Cook Out 400",34
"835","Daniel Suarez","Richmond Raceway","Cook Out 400",37
"836","Ryan Blaney","Richmond Raceway","Cook Out 400",26
"837","Kyle Busch","Richmond Raceway","Cook Out 400",25
"838","William Byron","Richmond Raceway","Cook Out 400",24
"839","Josh Berry","Richmond Raceway","Cook Out 400",24
"840","Michael McDowell","Richmond Raceway","Cook Out 400",27
"841","Brad Keselowski","Richmond Raceway","Cook Out 400",21
"842","Todd Gilliland","Richmond Raceway","Cook Out 400",20
"843","Chris Buescher","Richmond Raceway","Cook Out 400",22
"844","Joey Logano","Richmond Raceway","Cook Out 400",32
"845","Noah Gragson","Richmond Raceway","Cook Out 400",17
"846","Chase Briscoe","Richmond Raceway","Cook Out 400",16
"847","Ty Gibbs","Richmond Raceway","Cook Out 400",15
"848","Zane Smith","Richmond Raceway","Cook Out 400",14
"849","Austin Cindric","Richmond Raceway","Cook Out 400",13
"850","Ryan Preece","Richmond Raceway","Cook Out 400",12
"851","Ty Dillon","Richmond Raceway","Cook Out 400",0
"852","Justin Haley","Richmond Raceway","Cook Out 400",10
"853","Alex Bowman","Richmond Raceway","Cook Out 400",9
"854","Erik Jones","Richmond Raceway","Cook Out 400",8
"855","Daniel Hemric","Richmond Raceway","Cook Out 400",7
"856","John Hunter Nemechek","Richmond Raceway","Cook Out 400",6
"857","Harrison Burton","Richmond Raceway","Cook Out 400",5
"858","Riley Herbst","Richmond Raceway","Cook Out 400",0
"859","Corey LaJoie","Richmond Raceway","Cook Out 400",3
"860","Parker Retzlaff","Richmond Raceway","Cook Out 400",0
"861","Ricky Stenhouse Jr.","Richmond Raceway","Cook Out 400",1
"862","Martin Truex Jr.","Richmond Raceway","Cook Out 400",9
"863","Tyler Reddick","Michigan International Speedway","FireKeepers Casino 400",40
"864","William Byron","Michigan International Speedway","FireKeepers Casino 400",50
"865","Ty Gibbs","Michigan International Speedway","FireKeepers Casino 400",42
"866","Kyle Busch","Michigan International Speedway","FireKeepers Casino 400",48
"867","Brad Keselowski","Michigan International Speedway","FireKeepers Casino 400",41
"868","Chris Buescher","Michigan International Speedway","FireKeepers Casino 400",37
"869","Zane Smith","Michigan International Speedway","FireKeepers Casino 400",30
"870","Daniel Suarez","Michigan International Speedway","FireKeepers Casino 400",29
"871","Denny Hamlin","Michigan International Speedway","FireKeepers Casino 400",28
"872","Carson Hocevar","Michigan International Speedway","FireKeepers Casino 400",27
"873","Ryan Preece","Michigan International Speedway","FireKeepers Casino 400",26
"874","Noah Gragson","Michigan International Speedway","FireKeepers Casino 400",25
"875","Ricky Stenhouse Jr.","Michigan International Speedway","FireKeepers Casino 400",24
"876","Harrison Burton","Michigan International Speedway","FireKeepers Casino 400",23
"877","Chase Elliott","Michigan International Speedway","FireKeepers Casino 400",31
"878","Erik Jones","Michigan International Speedway","FireKeepers Casino 400",24
"879","Austin Dillon","Michigan International Speedway","FireKeepers Casino 400",26
"880","Ryan Blaney","Michigan International Speedway","FireKeepers Casino 400",30
"881","Michael McDowell","Michigan International Speedway","FireKeepers Casino 400",18
"882","Justin Haley","Michigan International Speedway","FireKeepers Casino 400",17
"883","Cody Ware","Michigan International Speedway","FireKeepers Casino 400",18
"884","Josh Berry","Michigan International Speedway","FireKeepers Casino 400",15
"885","Daniel Hemric","Michigan International Speedway","FireKeepers Casino 400",14
"886","Martin Truex Jr.","Michigan International Speedway","FireKeepers Casino 400",20
"887","Ross Chastain","Michigan International Speedway","FireKeepers Casino 400",22
"888","Bubba Wallace","Michigan International Speedway","FireKeepers Casino 400",18
"889","Alex Bowman","Michigan International Speedway","FireKeepers Casino 400",12
"890","Austin Cindric","Michigan International Speedway","FireKeepers Casino 400",9
"891","John Hunter Nemechek","Michigan International Speedway","FireKeepers Casino 400",8
"892","A.J. Allmendinger","Michigan International Speedway","FireKeepers Casino 400",0
"893","Chase Briscoe","Michigan International Speedway","FireKeepers Casino 400",6
"894","Corey LaJoie","Michigan International Speedway","FireKeepers Casino 400",5
"895","Joey Logano","Michigan International Speedway","FireKeepers Casino 400",4
"896","Kyle Larson","Michigan International Speedway","FireKeepers Casino 400",3
"897","Christopher Bell","Michigan International Speedway","FireKeepers Casino 400",2
"898","Todd Gilliland","Michigan International Speedway","FireKeepers Casino 400",1
"899","Harrison Burton","Daytona International Speedway","Coke Zero Sugar 400",40
"900","Kyle Busch","Daytona International Speedway","Coke Zero Sugar 400",39
"901","Christopher Bell","Daytona International Speedway","Coke Zero Sugar 400",34
"902","Cody Ware","Daytona International Speedway","Coke Zero Sugar 400",33
"903","Ty Gibbs","Daytona International Speedway","Coke Zero Sugar 400",32
"904","Bubba Wallace","Daytona International Speedway","Coke Zero Sugar 400",32
"905","Parker Retzlaff","Daytona International Speedway","Coke Zero Sugar 400",0
"906","Brad Keselowski","Daytona International Speedway","Coke Zero Sugar 400",41
"907","Daniel Hemric","Daytona International Speedway","Coke Zero Sugar 400",28
"908","Chris Buescher","Daytona International Speedway","Coke Zero Sugar 400",37
"909","Carson Hocevar","Daytona International Speedway","Coke Zero Sugar 400",26
"910","Ross Chastain","Daytona International Speedway","Coke Zero Sugar 400",25
"911","Zane Smith","Daytona International Speedway","Coke Zero Sugar 400",24
"912","Chase Briscoe","Daytona International Speedway","Coke Zero Sugar 400",23
"913","John Hunter Nemechek","Daytona International Speedway","Coke Zero Sugar 400",22
"914","Alex Bowman","Daytona International Speedway","Coke Zero Sugar 400",21
"915","Erik Jones","Daytona International Speedway","Coke Zero Sugar 400",20
"916","Austin Cindric","Daytona International Speedway","Coke Zero Sugar 400",26
"917","B.J. McLeod","Daytona International Speedway","Coke Zero Sugar 400",0
"918","Joey Gase","Daytona International Speedway","Coke Zero Sugar 400",0
"919","Kyle Larson","Daytona International Speedway","Coke Zero Sugar 400",24
"920","Austin Dillon","Daytona International Speedway","Coke Zero Sugar 400",15
"921","Todd Gilliland","Daytona International Speedway","Coke Zero Sugar 400",25
"922","Martin Truex Jr.","Daytona International Speedway","Coke Zero Sugar 400",13
"923","Austin Hill","Daytona International Speedway","Coke Zero Sugar 400",0
"924","Josh Berry","Daytona International Speedway","Coke Zero Sugar 400",21
"925","William Byron","Daytona International Speedway","Coke Zero Sugar 400",15
"926","Tyler Reddick","Daytona International Speedway","Coke Zero Sugar 400",9
"927","Ryan Blaney","Daytona International Speedway","Coke Zero Sugar 400",23
"928","Michael McDowell","Daytona International Speedway","Coke Zero Sugar 400",10
"929","Joey Logano","Daytona International Speedway","Coke Zero Sugar 400",25
"930","Justin Haley","Daytona International Speedway","Coke Zero Sugar 400",10
"931","Ricky Stenhouse Jr.","Daytona International Speedway","Coke Zero Sugar 400",4
"932","Corey LaJoie","Daytona International Speedway","Coke Zero Sugar 400",3
"933","Shane van Gisbergen","Daytona International Speedway","Coke Zero Sugar 400",0
"934","Chase Elliott","Daytona International Speedway","Coke Zero Sugar 400",1
"935","Noah Gragson","Daytona International Speedway","Coke Zero Sugar 400",1
"936","Denny Hamlin","Daytona International Speedway","Coke Zero Sugar 400",1
"937","Ryan Preece","Daytona International Speedway","Coke Zero Sugar 400",1
"938","Daniel Suarez","Daytona International Speedway","Coke Zero Sugar 400",1
"939","Chase Briscoe","Darlington Raceway","Cook Out Southern 500",57
"940","Kyle Busch","Darlington Raceway","Cook Out Southern 500",35
"941","Christopher Bell","Darlington Raceway","Cook Out Southern 500",46
"942","Kyle Larson","Darlington Raceway","Cook Out Southern 500",53
"943","Ross Chastain","Darlington Raceway","Cook Out Southern 500",32
"944","Chris Buescher","Darlington Raceway","Cook Out Southern 500",32
"945","Denny Hamlin","Darlington Raceway","Cook Out Southern 500",43
"946","Joey Logano","Darlington Raceway","Cook Out Southern 500",29
"947","Corey LaJoie","Darlington Raceway","Cook Out Southern 500",28
"948","Tyler Reddick","Darlington Raceway","Cook Out Southern 500",37
"949","Chase Elliott","Darlington Raceway","Cook Out Southern 500",26
"950","Ryan Preece","Darlington Raceway","Cook Out Southern 500",25
"951","Austin Cindric","Darlington Raceway","Cook Out Southern 500",24
"952","Brad Keselowski","Darlington Raceway","Cook Out Southern 500",24
"953","Austin Dillon","Darlington Raceway","Cook Out Southern 500",22
"954","Bubba Wallace","Darlington Raceway","Cook Out Southern 500",32
"955","Todd Gilliland","Darlington Raceway","Cook Out Southern 500",20
"956","Daniel Suarez","Darlington Raceway","Cook Out Southern 500",19
"957","Alex Bowman","Darlington Raceway","Cook Out Southern 500",18
"958","Ty Gibbs","Darlington Raceway","Cook Out Southern 500",26
"959","Harrison Burton","Darlington Raceway","Cook Out Southern 500",16
"960","Ricky Stenhouse Jr.","Darlington Raceway","Cook Out Southern 500",15
"961","Zane Smith","Darlington Raceway","Cook Out Southern 500",14
"962","Erik Jones","Darlington Raceway","Cook Out Southern 500",13
"963","John Hunter Nemechek","Darlington Raceway","Cook Out Southern 500",12
"964","Shane van Gisbergen","Darlington Raceway","Cook Out Southern 500",0
"965","Justin Haley","Darlington Raceway","Cook Out Southern 500",10
"966","Michael McDowell","Darlington Raceway","Cook Out Southern 500",9
"967","Daniel Hemric","Darlington Raceway","Cook Out Southern 500",8
"968","William Byron","Darlington Raceway","Cook Out Southern 500",17
"969","Josh Berry","Darlington Raceway","Cook Out Southern 500",12
"970","Noah Gragson","Darlington Raceway","Cook Out Southern 500",5
"971","Carson Hocevar","Darlington Raceway","Cook Out Southern 500",4
"972","Kaz Grala","Darlington Raceway","Cook Out Southern 500",3
"973","Timmy Hill","Darlington Raceway","Cook Out Southern 500",0
"974","Martin Truex Jr.","Darlington Raceway","Cook Out Southern 500",1
"975","Ryan Blaney","Darlington Raceway","Cook Out Southern 500",1
"976","Joey Logano","Atlanta Motor Speedway","Quaker State 400 available at Walmart",47
"977","Daniel Suarez","Atlanta Motor Speedway","Quaker State 400 available at Walmart",42
"978","Ryan Blaney","Atlanta Motor Speedway","Quaker State 400 available at Walmart",53
"979","Christopher Bell","Atlanta Motor Speedway","Quaker State 400 available at Walmart",34
"980","Alex Bowman","Atlanta Motor Speedway","Quaker State 400 available at Walmart",48
"981","Tyler Reddick","Atlanta Motor Speedway","Quaker State 400 available at Walmart",31
"982","Kyle Busch","Atlanta Motor Speedway","Quaker State 400 available at Walmart",30
"983","Chase Elliott","Atlanta Motor Speedway","Quaker State 400 available at Walmart",36
"984","William Byron","Atlanta Motor Speedway","Quaker State 400 available at Walmart",37
"985","Austin Cindric","Atlanta Motor Speedway","Quaker State 400 available at Walmart",46
"986","Daniel Hemric","Atlanta Motor Speedway","Quaker State 400 available at Walmart",26
"987","Justin Haley","Atlanta Motor Speedway","Quaker State 400 available at Walmart",25
"988","Ross Chastain","Atlanta Motor Speedway","Quaker State 400 available at Walmart",33
"989","Ricky Stenhouse Jr.","Atlanta Motor Speedway","Quaker State 400 available at Walmart",34
"990","Corey LaJoie","Atlanta Motor Speedway","Quaker State 400 available at Walmart",22
"991","Carson Hocevar","Atlanta Motor Speedway","Quaker State 400 available at Walmart",21
"992","Ty Gibbs","Atlanta Motor Speedway","Quaker State 400 available at Walmart",23
"993","Ryan Preece","Atlanta Motor Speedway","Quaker State 400 available at Walmart",19
"994","Brad Keselowski","Atlanta Motor Speedway","Quaker State 400 available at Walmart",18
"995","Austin Dillon","Atlanta Motor Speedway","Quaker State 400 available at Walmart",17
"996","Zane Smith","Atlanta Motor Speedway","Quaker State 400 available at Walmart",16
"997","Michael McDowell","Atlanta Motor Speedway","Quaker State 400 available at Walmart",15
"998","J.J. Yeley","Atlanta Motor Speedway","Quaker State 400 available at Walmart",0
"999","Denny Hamlin","Atlanta Motor Speedway","Quaker State 400 available at Walmart",13
"1000","B.J. McLeod","Atlanta Motor Speedway","Quaker State 400 available at Walmart",0
"1001","Erik Jones","Atlanta Motor Speedway","Quaker State 400 available at Walmart",11
"1002","Todd Gilliland","Atlanta Motor Speedway","Quaker State 400 available at Walmart",10
"1003","Josh Berry","Atlanta Motor Speedway","Quaker State 400 available at Walmart",9
"1004","Bubba Wallace","Atlanta Motor Speedway","Quaker State 400 available at Walmart",8
"1005","Cody Ware","Atlanta Motor Speedway","Quaker State 400 available at Walmart",7
"1006","Harrison Burton","Atlanta Motor Speedway","Quaker State 400 available at Walmart",6
"1007","Shane van Gisbergen","Atlanta Motor Speedway","Quaker State 400 available at Walmart",0
"1008","John Hunter Nemechek","Atlanta Motor Speedway","Quaker State 400 available at Walmart",4
"1009","Noah Gragson","Atlanta Motor Speedway","Quaker State 400 available at Walmart",3
"1010","Martin Truex Jr.","Atlanta Motor Speedway","Quaker State 400 available at Walmart",4
"1011","Chris Buescher","Atlanta Motor Speedway","Quaker State 400 available at Walmart",1
"1012","Kyle Larson","Atlanta Motor Speedway","Quaker State 400 available at Walmart",1
"1013","Chase Briscoe","Atlanta Motor Speedway","Quaker State 400 available at Walmart",1
"1014","Chris Buescher","Watkins Glen International","Go Bowling at The Glen",40
"1015","Shane van Gisbergen","Watkins Glen International","Go Bowling at The Glen",0
"1016","Carson Hocevar","Watkins Glen International","Go Bowling at The Glen",34
"1017","Ross Chastain","Watkins Glen International","Go Bowling at The Glen",43
"1018","Zane Smith","Watkins Glen International","Go Bowling at The Glen",32
"1019","Chase Briscoe","Watkins Glen International","Go Bowling at The Glen",43
"1020","Michael McDowell","Watkins Glen International","Go Bowling at The Glen",30
"1021","Corey LaJoie","Watkins Glen International","Go Bowling at The Glen",29
"1022","Ryan Preece","Watkins Glen International","Go Bowling at The Glen",30
"1023","Austin Cindric","Watkins Glen International","Go Bowling at The Glen",33
"1024","Noah Gragson","Watkins Glen International","Go Bowling at The Glen",26
"1025","Kyle Larson","Watkins Glen International","Go Bowling at The Glen",28
"1026","Daniel Suarez","Watkins Glen International","Go Bowling at The Glen",31
"1027","Christopher Bell","Watkins Glen International","Go Bowling at The Glen",23
"1028","Joey Logano","Watkins Glen International","Go Bowling at The Glen",30
"1029","Todd Gilliland","Watkins Glen International","Go Bowling at The Glen",21
"1030","Bubba Wallace","Watkins Glen International","Go Bowling at The Glen",20
"1031","Alex Bowman","Watkins Glen International","Go Bowling at The Glen",31
"1032","Chase Elliott","Watkins Glen International","Go Bowling at The Glen",23
"1033","Martin Truex Jr.","Watkins Glen International","Go Bowling at The Glen",27
"1034","John Hunter Nemechek","Watkins Glen International","Go Bowling at The Glen",16
"1035","Ty Gibbs","Watkins Glen International","Go Bowling at The Glen",22
"1036","Denny Hamlin","Watkins Glen International","Go Bowling at The Glen",15
"1037","Harrison Burton","Watkins Glen International","Go Bowling at The Glen",18
"1038","Josh Berry","Watkins Glen International","Go Bowling at The Glen",12
"1039","Brad Keselowski","Watkins Glen International","Go Bowling at The Glen",11
"1040","Tyler Reddick","Watkins Glen International","Go Bowling at The Glen",14
"1041","Austin Dillon","Watkins Glen International","Go Bowling at The Glen",9
"1042","Justin Haley","Watkins Glen International","Go Bowling at The Glen",8
"1043","Kyle Busch","Watkins Glen International","Go Bowling at The Glen",7
"1044","Daniel Hemric","Watkins Glen International","Go Bowling at The Glen",7
"1045","Juan Pablo Montoya","Watkins Glen International","Go Bowling at The Glen",5
"1046","Erik Jones","Watkins Glen International","Go Bowling at The Glen",6
"1047","William Byron","Watkins Glen International","Go Bowling at The Glen",9
"1048","Kaz Grala","Watkins Glen International","Go Bowling at The Glen",2
"1049","A.J. Allmendinger","Watkins Glen International","Go Bowling at The Glen",0
"1050","Ricky Stenhouse Jr.","Watkins Glen International","Go Bowling at The Glen",1
"1051","Ryan Blaney","Watkins Glen International","Go Bowling at The Glen",1
"1052","Kyle Larson","Bristol Motor Speedway","Bass Pro Shops Night Race",60
"1053","Chase Elliott","Bristol Motor Speedway","Bass Pro Shops Night Race",38
"1054","Bubba Wallace","Bristol Motor Speedway","Bass Pro Shops Night Race",40
"1055","Denny Hamlin","Bristol Motor Speedway","Bass Pro Shops Night Race",46
"1056","Christopher Bell","Bristol Motor Speedway","Bass Pro Shops Night Race",46
"1057","Ryan Blaney","Bristol Motor Speedway","Bass Pro Shops Night Race",33
"1058","Ryan Preece","Bristol Motor Speedway","Bass Pro Shops Night Race",30
"1059","Chase Briscoe","Bristol Motor Speedway","Bass Pro Shops Night Race",36
"1060","Alex Bowman","Bristol Motor Speedway","Bass Pro Shops Night Race",41
"1061","Ross Chastain","Bristol Motor Speedway","Bass Pro Shops Night Race",27
"1062","Michael McDowell","Bristol Motor Speedway","Bass Pro Shops Night Race",26
"1063","Noah Gragson","Bristol Motor Speedway","Bass Pro Shops Night Race",25
"1064","Austin Cindric","Bristol Motor Speedway","Bass Pro Shops Night Race",24
"1065","Chris Buescher","Bristol Motor Speedway","Bass Pro Shops Night Race",23
"1066","Ty Gibbs","Bristol Motor Speedway","Bass Pro Shops Night Race",25
"1067","Zane Smith","Bristol Motor Speedway","Bass Pro Shops Night Race",21
"1068","William Byron","Bristol Motor Speedway","Bass Pro Shops Night Race",26
"1069","Carson Hocevar","Bristol Motor Speedway","Bass Pro Shops Night Race",19
"1070","Daniel Hemric","Bristol Motor Speedway","Bass Pro Shops Night Race",18
"1071","Tyler Reddick","Bristol Motor Speedway","Bass Pro Shops Night Race",24
"1072","Austin Dillon","Bristol Motor Speedway","Bass Pro Shops Night Race",16
"1073","Justin Haley","Bristol Motor Speedway","Bass Pro Shops Night Race",15
"1074","A.J. Allmendinger","Bristol Motor Speedway","Bass Pro Shops Night Race",0
"1075","Martin Truex Jr.","Bristol Motor Speedway","Bass Pro Shops Night Race",29
"1076","Kyle Busch","Bristol Motor Speedway","Bass Pro Shops Night Race",12
"1077","Brad Keselowski","Bristol Motor Speedway","Bass Pro Shops Night Race",11
"1078","Ricky Stenhouse Jr.","Bristol Motor Speedway","Bass Pro Shops Night Race",10
"1079","Joey Logano","Bristol Motor Speedway","Bass Pro Shops Night Race",9
"1080","Josh Berry","Bristol Motor Speedway","Bass Pro Shops Night Race",8
"1081","Erik Jones","Bristol Motor Speedway","Bass Pro Shops Night Race",7
"1082","Daniel Suarez","Bristol Motor Speedway","Bass Pro Shops Night Race",6
"1083","Todd Gilliland","Bristol Motor Speedway","Bass Pro Shops Night Race",5
"1084","John Hunter Nemechek","Bristol Motor Speedway","Bass Pro Shops Night Race",4
"1085","Josh Bilicki","Bristol Motor Speedway","Bass Pro Shops Night Race",0
"1086","Harrison Burton","Bristol Motor Speedway","Bass Pro Shops Night Race",2
"1087","Corey LaJoie","Bristol Motor Speedway","Bass Pro Shops Night Race",1
"1088","Kaz Grala","Bristol Motor Speedway","Bass Pro Shops Night Race",1
"1089","Ross Chastain","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",40
"1090","William Byron","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",52
"1091","Martin Truex Jr.","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",40
"1092","Ryan Blaney","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",49
"1093","Ty Gibbs","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",46
"1094","Alex Bowman","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",43
"1095","Christopher Bell","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",36
"1096","Denny Hamlin","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",36
"1097","Chase Elliott","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",30
"1098","Zane Smith","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",27
"1099","Chris Buescher","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",26
"1100","Austin Dillon","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",25
"1101","Daniel Suarez","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",24
"1102","Joey Logano","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",32
"1103","Corey LaJoie","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",22
"1104","Ryan Preece","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",21
"1105","Bubba Wallace","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",20
"1106","Noah Gragson","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",19
"1107","Kyle Busch","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",22
"1108","Daniel Hemric","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",17
"1109","Ty Dillon","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",0
"1110","Brad Keselowski","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",21
"1111","Harrison Burton","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",14
"1112","Chase Briscoe","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",14
"1113","Tyler Reddick","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",12
"1114","Kyle Larson","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",11
"1115","Todd Gilliland","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",10
"1116","Ricky Stenhouse Jr.","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",9
"1117","Michael McDowell","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",8
"1118","John Hunter Nemechek","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",7
"1119","Kaz Grala","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",6
"1120","Carson Hocevar","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",11
"1121","Justin Haley","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",4
"1122","Austin Cindric","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",7
"1123","Erik Jones","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",2
"1124","Jimmie Johnson","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",1
"1125","J.J. Yeley","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",0
"1126","Josh Berry","Kansas Speedway","Hollywood Casino 400 Presented by ESPN Bet",1
"1127","Ricky Stenhouse Jr.","Talladega Superspeedway","YellaWood 500",49
"1128","Brad Keselowski","Talladega Superspeedway","YellaWood 500",35
"1129","William Byron","Talladega Superspeedway","YellaWood 500",48
"1130","Kyle Larson","Talladega Superspeedway","YellaWood 500",42
"1131","Erik Jones","Talladega Superspeedway","YellaWood 500",32
"1132","Christopher Bell","Talladega Superspeedway","YellaWood 500",37
"1133","Justin Haley","Talladega Superspeedway","YellaWood 500",30
"1134","Austin Dillon","Talladega Superspeedway","YellaWood 500",29
"1135","Bubba Wallace","Talladega Superspeedway","YellaWood 500",32
"1136","Denny Hamlin","Talladega Superspeedway","YellaWood 500",27
"1137","Martin Truex Jr.","Talladega Superspeedway","YellaWood 500",26
"1138","Cody Ware","Talladega Superspeedway","YellaWood 500",25
"1139","Ty Gibbs","Talladega Superspeedway","YellaWood 500",24
"1140","Carson Hocevar","Talladega Superspeedway","YellaWood 500",23
"1141","Shane van Gisbergen","Talladega Superspeedway","YellaWood 500",0
"1142","Alex Bowman","Talladega Superspeedway","YellaWood 500",26
"1143","Chris Buescher","Talladega Superspeedway","YellaWood 500",30
"1144","Corey LaJoie","Talladega Superspeedway","YellaWood 500",19
"1145","Kyle Busch","Talladega Superspeedway","YellaWood 500",26
"1146","Tyler Reddick","Talladega Superspeedway","YellaWood 500",22
"1147","Zane Smith","Talladega Superspeedway","YellaWood 500",16
